                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.1286,                0.84024,                 0.9856,                0.76338,                0.76889,                0.81525,                0.49543,                 1.2931,                0.85485,                 1.1484,              0.0017888,              0.0017888,              0.0017888
                     34,                  1.127,                0.84236,                0.99488,                0.82782,                  0.765,                0.83551,                0.52813,                 1.2117,                0.86271,                 1.0958,              0.0017822,              0.0017822,              0.0017822
                     35,                 1.1154,                0.81628,                0.97338,                0.80708,                0.69667,                0.77229,                0.48371,                 1.2979,                 1.0336,                 1.1222,              0.0017756,              0.0017756,              0.0017756
                     36,                 1.1082,                0.79597,                0.97833,                0.80725,                0.71667,                0.80639,                0.52927,                 1.1906,                0.92191,                 1.0562,               0.001769,               0.001769,               0.001769
                     37,                  1.109,                0.79752,                 0.9804,                0.84021,                0.77123,                0.85161,                0.56615,                 1.2017,                0.84659,                 1.0821,              0.0017624,              0.0017624,              0.0017624
                     38,                 1.0944,                0.77514,                0.98157,                0.83305,                0.76167,                0.83858,                0.56271,                 1.1648,                0.85179,                 1.0606,              0.0017558,              0.0017558,              0.0017558
                     39,                 1.0585,                0.74687,                0.96608,                0.74267,                0.62333,                0.70936,                0.46011,                 1.1667,                 1.0321,                 1.0835,              0.0017492,              0.0017492,              0.0017492
                     40,                 1.0978,                 0.7748,                0.97732,                 0.8432,                   0.75,                0.83825,                 0.5406,                 1.2139,                0.95352,                 1.0829,              0.0017426,              0.0017426,              0.0017426
                     41,                 1.0737,                0.77047,                0.97466,                0.73974,                0.71059,                0.76118,                0.47545,                 1.2121,                  1.221,                 1.1051,               0.001736,               0.001736,               0.001736
                     42,                 1.0496,                0.73694,                0.96599,                0.79192,                0.73833,                0.80198,                0.49639,                 1.2244,                0.94983,                 1.1032,              0.0017294,              0.0017294,              0.0017294
                     43,                 1.0605,                0.72867,                0.96525,                0.79339,                   0.76,                0.83677,                0.53319,                 1.1706,                0.82688,                 1.0601,              0.0017228,              0.0017228,              0.0017228
                     44,                 1.0707,                0.73568,                0.96675,                0.83149,                   0.74,                0.82579,                0.52258,                 1.2363,                0.89206,                 1.1232,              0.0017162,              0.0017162,              0.0017162
                     45,                 1.0432,                0.73255,                0.96249,                0.88874,                0.75886,                0.87009,                0.58495,                 1.1131,                0.76457,                 1.0344,              0.0017096,              0.0017096,              0.0017096
                     46,                  1.019,                 0.7176,                0.96529,                0.83371,                   0.79,                0.85118,                0.56747,                 1.1873,                 0.7978,                  1.085,               0.001703,               0.001703,               0.001703
                     47,                 1.0338,                0.71707,                0.95301,                0.81468,                0.78667,                0.83951,                0.54395,                 1.2078,                0.80192,                 1.0875,              0.0016964,              0.0016964,              0.0016964
                     48,                 1.0397,                0.72856,                0.96124,                0.83248,                0.80167,                0.85174,                0.56433,                 1.1796,                0.79436,                 1.0882,              0.0016898,              0.0016898,              0.0016898
                     49,                 1.0085,                0.69529,                0.94657,                0.80036,                0.74167,                0.82015,                0.54431,                 1.1836,                0.87147,                  1.091,              0.0016832,              0.0016832,              0.0016832
                     50,                 1.0002,                0.69941,                0.94182,                0.85848,                0.70833,                0.81774,                0.50913,                 1.2273,                0.93982,                 1.0887,              0.0016766,              0.0016766,              0.0016766
                     51,                  1.004,                0.70111,                0.95228,                0.83347,                0.75906,                0.83561,                0.55563,                 1.1703,                0.90811,                  1.056,                0.00167,                0.00167,                0.00167
                     52,                 1.0201,                0.71265,                0.95172,                0.86251,                0.78667,                 0.8575,                0.58337,                 1.0862,                0.77266,                  1.026,              0.0016634,              0.0016634,              0.0016634
                     53,                 1.0359,                0.69391,                0.95832,                0.85505,                0.78667,                0.84725,                0.55635,                 1.1439,                0.81387,                 1.0581,              0.0016568,              0.0016568,              0.0016568
                     54,                0.99101,                 0.6857,                0.94978,                0.85917,                   0.76,                0.84843,                0.56238,                 1.1412,                0.80339,                 1.0687,              0.0016502,              0.0016502,              0.0016502
                     55,                0.96499,                0.64434,                0.94132,                0.81051,                0.73167,                0.81994,                0.54287,                 1.2092,                 1.0128,                 1.1115,              0.0016436,              0.0016436,              0.0016436
