                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.87152,                0.51341,                 1.3889,                0.97044,                0.97895,                0.98448,                0.82945,                0.67086,                0.35259,                 1.2016,              0.0091618,              0.0091618,              0.0091618
                    129,                0.85999,                 0.5287,                 1.3953,                0.98481,                0.98548,                0.98728,                0.84507,                0.63815,                 0.3035,                 1.1687,              0.0091552,              0.0091552,              0.0091552
                    130,                0.86662,                0.51472,                 1.3958,                0.98282,                0.98629,                0.98447,                0.84315,                0.62677,                0.31932,                 1.1628,              0.0091486,              0.0091486,              0.0091486
                    131,                0.84934,                0.51971,                 1.3724,                0.98642,                0.98847,                0.98759,                0.84653,                0.63733,                0.30185,                 1.1642,               0.009142,               0.009142,               0.009142
                    132,                0.83786,                0.53905,                 1.3675,                0.98631,                 0.9871,                0.98755,                0.84612,                0.63871,                0.30982,                 1.1633,              0.0091354,              0.0091354,              0.0091354
                    133,                0.89377,                0.53395,                 1.4507,                0.98515,                0.98789,                0.98427,                0.83497,                0.66115,                0.32173,                 1.1907,              0.0091288,              0.0091288,              0.0091288
                    134,                0.86961,                0.53407,                 1.3934,                0.98192,                0.98735,                0.98798,                0.83849,                0.65013,                0.31798,                 1.1764,              0.0091222,              0.0091222,              0.0091222
                    135,                0.85831,                0.50174,                 1.3572,                 0.9842,                0.98762,                0.98706,                0.84382,                0.64308,                0.31342,                 1.1666,              0.0091156,              0.0091156,              0.0091156
                    136,                0.85573,                0.51507,                 1.3798,                0.98679,                0.98808,                0.98819,                0.84611,                0.63986,                0.30664,                 1.1685,               0.009109,               0.009109,               0.009109
                    137,                0.85118,                0.49966,                  1.361,                0.98266,                0.98558,                0.98726,                0.84027,                0.63852,                0.31021,                 1.1688,              0.0091024,              0.0091024,              0.0091024
